Enumeración;Tipo;Tipo N/V;N° Doc.;Id Destinatario;Destinatario;Id Cliente;Razón social;Vendedor;Fecha Emisión;Fecha 1°Entrega;Orden Compra Cliente;Tipo de Expedición;Dirección Destinatario;Comuna;Ciudad;Persona de Contacto;Teléfono;Código Artículo;Descripción;Un.medida venta;Espesor;Jerarquía 1;Texto Jerarquía 1;Jerarquía 2;Texto Jerarquía 2;Jerarquía 3;Texto Jerarquía 3;Largo;Ctd. Solicitada;Ctd. Despachada;Ctd. Pendiente;Kilos Solicitados;Kilos Despachados;Kilos Pendientes;Status Global Pedido SAP;Status de Crédito;Status de Entrega Pos. Pedido SAP;Stock San Bernardo;Stock Lonquén;Total Libre utilización;Stock Disponible San Bernardo;Stock Disponible Lonquen;Precio Unitario;Venta Total;Precio Kilo;Comentario Documento;N° Doc.Ent.;Ctd. Entrega;Fecha Entrega;N° Doc.FU;Ctd. FU;Fecha FU
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;41000187;P. Ab. Canal 50x25x3,0x6000mm;UN;3;11111;Perfiles Abiertos;1111100002;Perf. Ab.Canal;1,1111E+17;Perf. Ab. Canal 3,0 mm;6.000,00;10;0;10;127,2;0;127,2;Concluido;No realizado;Entrg.completamente;1.690;0;1.690;1.645;0;12.745;127.450;1.002;;80365102;10;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000249;Tubo Cuad.50x50x3,0x6000mm;UN;3;22222;Tubos;2222200001;Tubo Cuadrado;2,2222E+17;Tubo Cuadrado 3,0;6.000,00;12;0;12;306;0;306;Concluido;No realizado;Entrg.completamente;414;0;414;-126;0;26.470;317.640;1.038;;80365102;12;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000226;Tubo Cuad.25x25x1,5x6000mm;UN;1,5;22222;Tubos;2222200001;Tubo Cuadrado;2,2222E+17;Tubo Cuadrado 1,5;6.000,00;60;0;60;381,6;0;381,6;Concluido;No realizado;Entrg.completamente;593;0;593;173;0;6.826;409.560;1.073;;80365101;60;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000016;Tubo Rect.50x30x2,0x6000mm;UN;2;22222;Tubos;2222200002;Tubo Rectangulo;2,2222E+17;Tubo Rectangulo 2,0;6.000,00;40;0;40;554,4;0;554,4;Concluido;No realizado;Entrg.completamente;8.680;0;8.680;8.108;0;14.368;574.720;1.037;;80365101;40;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000153;"Tubo Red. 2""x2,0x6000mm";UN;2;22222;Tubos;2222200003;Tubo Redondo;2,2222E+17;Tubo Redondo 2,0;6.000,00;10;0;10;144,6;0;144,6;Concluido;No realizado;Entrg.completamente;4.135;0;4.135;3.933;0;15.028;150.280;1.039;;80365102;10;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000138;"Tubo Red. 1 1/2""x1,5x6000mm";UN;1,5;22222;Tubos;2222200003;Tubo Redondo;2,2222E+17;Tubo Redondo 1,5;6.000,00;10;0;10;81;0;81;Concluido;No realizado;Entrg.completamente;1.339;0;1.339;1.264;0;8.676;86.760;1.071;;80365102;10;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000094;Mek. Canal Tabique 39x20x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800003;Mekanocon Cielos;8,8888E+17;Canal Perimetral Cielo;3.000,00;480;0;480;446,4;0;446,4;Concluido;No realizado;Entrg.completamente;22.121;0;22.121;17.230;0;1.096;526.080;1.178;;80365101;480;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000237;Tubo Cuad.40x40x3,0x6000mm;UN;3;22222;Tubos;2222200001;Tubo Cuadrado;2,2222E+17;Tubo Cuadrado 3,0;6.000,00;30;0;30;594;0;594;Concluido;No realizado;Entrg.completamente;1.560;0;1.560;-456;0;20.540;616.200;1.037;;80365102;30;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000233;Tubo Cuad.40x40x1,5x6000mm;UN;1,5;22222;Tubos;2222200001;Tubo Cuadrado;2,2222E+17;Tubo Cuadrado 1,5;6.000,00;40;0;40;424,8;0;424,8;Concluido;No realizado;Entrg.completamente;7.473;0;7.473;7.143;0;11.403;456.120;1.074;;80365101;40;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000101;Mek. Esquinero 30x30x0,4x2400mm;UN;0,4;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Esquinero Tabique 30;2.400,00;125;0;125;53,75;0;53,75;Concluido;No realizado;Entrg.completamente;17.211;0;17.211;13.541;0;546;68.250;1.270;;80365102;125;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000035;Mek.Mont.Estruct.90x38x12x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;14;0;14;103,32;0;103,32;Concluido;No realizado;Entrg.completamente;32.750;0;32.750;28.271;0;8.695;121.730;1.178;;80365102;14;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000086;Mek Mont Tabique P 60x38x6x0,50x2400mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Normal;2.400,00;756;0;756;1.013,04;0;1.013,04;Concluido;No realizado;Entrg.completamente;13.091;0;13.091;5.891;0;1.491;1.127.196;1.113;;80365101;756;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000245;Tubo Cuad.50x50x2,0x6000mm;UN;2;22222;Tubos;2222200001;Tubo Cuadrado;2,2222E+17;Tubo Cuadrado 2,0;6.000,00;60;0;60;1.054,80;0;1.054,80;Concluido;No realizado;Entrg.completamente;8.574;0;8.574;7.641;0;18.254;1.095.240;1.038;;80365101;60;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;41000128;P. Ab. Canal 125x50x3,0x6000mm;UN;3;11111;Perfiles Abiertos;1111100002;Perf. Ab.Canal;1,1111E+17;Perf. Ab. Canal 3,0 mm;6.000,00;4;0;4;121,68;0;121,68;Concluido;No realizado;Entrg.completamente;432;0;432;354;0;30.485;121.940;1.002;;80365102;4;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;84;0;84;483,84;0;483,84;Concluido;No realizado;Entrg.completamente;14.303;0;14.303;8.374;0;6.775;569.100;1.176;;80365102;84;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000003;Tubo Rect.40x20x2,0x6000mm;UN;2;22222;Tubos;2222200002;Tubo Rectangulo;2,2222E+17;Tubo Rectangulo 2,0;6.000,00;30;0;30;302,4;0;302,4;Concluido;No realizado;Entrg.completamente;3.838;0;3.838;2.553;0;10.450;313.500;1.037;;80365101;30;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000071;Mek.Canal Estruct.92x30x0,85x3000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;3.000,00;30;0;30;90;0;90;Concluido;No realizado;Entrg.completamente;9.616;0;9.616;8.611;0;3.528;105.840;1.176;;80365102;30;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000081;Mek Mont Tabique 38x38x6x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800002;Mekanocon Tabiques;8,8888E+17;Montante Tabique Basico31;3.000,00;126;0;126;181,44;0;181,44;Concluido;No realizado;Entrg.completamente;23.793;0;23.793;20.437;0;1.597;201.222;1.109;;80365102;126;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000034;Tubo Rect.80x40x2,0x6000mm;UN;2;22222;Tubos;2222200002;Tubo Rectangulo;2,2222E+17;Tubo Rectangulo 2,0;6.000,00;20;0;20;427,2;0;427,2;Concluido;No realizado;Entrg.completamente;6.600;0;6.600;6.034;0;22.144;442.880;1.037;;80365101;20;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;40000274;Tubo Cuad.75x75x2,0x6000mm;UN;2;22222;Tubos;2222200001;Tubo Cuadrado;2,2222E+17;Tubo Cuadrado 2,0;6.000,00;30;0;30;810;0;810;Concluido;No realizado;Entrg.completamente;10.430;0;10.430;9.796;0;28.000;840.000;1.037;;80365101;30;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000021;Mek.Mont.Estruct.60x38x6x0,85x2400mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;2.400,00;112;0;112;257,6;0;257,6;Concluido;No realizado;Entrg.completamente;34.649;0;34.649;26.927;0;2.715;304.080;1.180;;80365101;112;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000098;Mek. Canal 61x20x0,50x3000mm;UN;0,5;88888;Mekanocon;8888800003;Mekanocon Cielos;8,8888E+17;Canal Perimetral Cielo;3.000,00;144;0;144;168,48;0;168,48;Concluido;No realizado;Entrg.completamente;18.323;0;18.323;14.293;0;1.298;186.912;1.109;;80365102;144;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000023;Mek.Mont.Estruct.60x38x6x0,85x4000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;4.000,00;14;0;14;53,76;0;53,76;Concluido;No realizado;Entrg.completamente;1.940;0;1.940;403;0;4.524;63.336;1.178;;80365102;14;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47498;96792HC32;SOD CROSS HC32ARICA;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;26-03-2025;16108352;SOD/EASY TiendaCross;AVDA. SANTA MARIA 2985;ARICA;ARICA;;;42000065;Mek.Canal Estruct.62x25x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;88;0;88;380,16;0;380,16;Concluido;No realizado;Entrg.completamente;16.550;0;16.550;14.121;0;5.090;447.920;1.178;;80365101;88;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;46071;76568E524;EASY RETAIL LINARES;76568660;EASY RETAIL S.A.;JAVIER RIOS;25-02-2025;26-02-2025;6701167984;OtrosClientes Despac;PARCELA 41 LOTE 15;SAN RAFAEL;SAN RAFAEL;;;49000015;Tubo Rec. 200x100x3,0x6000mm;UN;3;33302;Gran Dimensión GD;3330200002;GD Rectangulares;3330200002;GD Rectangulares;6.000,00;9;0;9;751,68;0;751,68;Pendiente;No realizado;No entregado;4;0;4;-74;0;70.157;631.413;840;ORE:2912807937 CONTACTO: JESUS INOSTROZA 944705201;;0;;4100197392;9;27-02-2025
;ZO09;Ped.C/Ref. Contrato;46897;96792ANGE;SODIMAC LOS ANGELES;96792430;SODIMAC S.A.;JOSE LUIS NOVA;05-03-2025;05-03-2025;837632350;OtrosClientes Despac;AV CELULOSA;LAJA;LAJA;;;49000015;Tubo Rec. 200x100x3,0x6000mm;UN;3;33302;Gran Dimensión GD;3330200002;GD Rectangulares;3330200002;GD Rectangulares;6.000,00;10;0;10;835,2;0;835,2;Pendiente;No realizado;No entregado;4;0;4;-74;0;71.110;711.100;851;ore 130765018 contacto : darlin bustamante telefono : 948162648;;0;;4100201001;10;10-03-2025
;ZO01;Ped. Estándar Nac.;45521;76568E585;EASY RETAIL OSORNODAVINCI;76568660;EASY RETAIL S.A.;CARLOS SANTANDER;18-02-2025;19-02-2025;6701167073;OtrosClientes Despac;KM 10 SECTOR CASMA FUNDO LOS VIVEROS SASMA;OSORNO;OSORNO;;;49000015;Tubo Rec. 200x100x3,0x6000mm;UN;3;33302;Gran Dimensión GD;3330200002;GD Rectangulares;3330200002;GD Rectangulares;6.000,00;135;86;49;11.275,20;7.182,72;4.092,48;En proceso;No realizado;Entrg.parcialmente;4;0;4;-74;0;67.651;9.132.885;810;ORE:2912743959 CONTACTO: VICTOR 9-3170-5701 DANIEL 9-4410-2618;;0;;;0;
;ZO01;Ped. Estándar Nac.;45417;76568E529;EASY RETAIL LOS ANGELES;76568660;EASY RETAIL S.A.;JOSE LUIS NOVA;17-02-2025;18-02-2025;6701148510;OtrosClientes Despac;ESPERALDA;ARAUCO;ARAUCO;;;49000006;Tubo Cuad. 200x200x5,0x6000mm;UN;5;33302;Gran Dimensión GD;3330200001;GD Cuadrados;3330200001;GD Cuadrados;6.000,00;10;0;10;1.848;0;1.848;Pendiente;No realizado;No entregado;9;3;12;-14;3;162.624;1.626.240;880;ORE:2912614908 Contacto Wiliams Sen Cel. 942567310 despachar juntyo a oc 6701114408 pedido: 37542;;0;;4100202689;10;13-03-2025
;ZO01;Ped. Estándar Nac.;46183;76183673;TERRA INVERSIONES SPA;76183673;TERRA INVERSIONES SPA;JAVIER RIOS;26-02-2025;28-02-2025;01565-19022025;OtrosClientes Despac;CALLE VOLCAN CALBUCO;CURICO;CURICO;;;47002036;Tubox Pesado 350X200X4X3X9500;UN;3;55502;Tubox;5550200001;Tubox Pesado;5550200001;Tubox Pesado;9.500,00;5;0;5;1.708,10;0;1.708,10;Pendiente;Aprobado;No entregado;0;0;0;-5;0;363.888;1.819.440;1.065;CONTACTO LUIS DONOSO 9-82494264--VILLA EL PROGRESO;;0;;4100197790;5;28-02-2025
;ZO01;Ped. Estándar Nac.;45712;93772P22;PRODALAM SAN IGNACIO;93772000;PRODALAM S.A.;JAVIER RIOS;19-02-2025;20-02-2025;6000080806;OtrosClientes Retira;CARLOS VALDOVINOS 1553;SAN MIGUEL;SANTIAGO;;;42000053;Mek.Canal Estruct.153x30x1,0x6000mm;UN;1;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 1,00;6.000,00;5;0;5;49,5;0;49,5;Pendiente;No realizado;No entregado;869;0;869;742;0;8.564;42.820;865;;;0;;9100023739;5;25-02-2025
;ZO01;Ped. Estándar Nac.;46108;76568E508;EASY RETAIL VIÑA DEL MAR;76568660;EASY RETAIL S.A.;ARNE VILDOSOLA;25-02-2025;12-03-2025;6701175611;OtrosClientes Despac;1 NORTE CON 5 1/2 ORIENTE;VIÑA DEL MAR;VIÑA DEL MAR;;;49000021;Tubo Rec. 200x150x5,0x6000mm;UN;5;33302;Gran Dimensión GD;3330200002;GD Rectangulares;3330200002;GD Rectangulares;6.000,00;5;0;5;806,1;0;806,1;Pendiente;No realizado;No entregado;6;15;21;0;15;138.650;693.250;860;ORE:2912899590 marcos araya 995453603;;0;;4100196174;5;25-02-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037752;IM8 1000x0,4x4400mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;4.400,00;22;0;22;351,34;0;351,34;Pendiente;Operación liberada;No entregado;0;0;0;-22;0;20.108;442.372;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;22;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037815;IM8 1000x0,4x5080mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;5.080,00;103;0;103;1.899,32;0;1.899,32;Pendiente;Operación liberada;No entregado;0;0;0;-103;0;23.216;2.391.227;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;103;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037743;IM8 1000x0,4x4300mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;4.300,00;19;0;19;296,59;0;296,59;Pendiente;Operación liberada;No entregado;0;0;0;-19;0;19.651;373.366;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;19;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037744;IM8 1000x0,4x3900mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.900,00;100;0;100;1.416;0;1.416;Pendiente;Operación liberada;No entregado;0;0;0;-100;0;17.823;1.782.283;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;100;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037754;IM8 1000x0,4x3150mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.150,00;13;0;13;148,59;0;148,59;Pendiente;Operación liberada;No entregado;0;0;0;-13;0;14.396;187.146;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;13;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037755;IM8 1000x0,4x3700mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.700,00;2;0;2;26,86;0;26,86;Pendiente;Operación liberada;No entregado;0;0;0;-2;0;16.909;33.818;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;2;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50049885;IM8 1000x0,4x1000mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;1.000,00;39;0;39;141,57;0;141,57;Pendiente;Operación liberada;No entregado;0;0;0;-39;0;4.570;178.228;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;39;12-03-2025
;ZO01;Ped. Estándar Nac.;47304;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;76258598;CONSTRUCTORA CAMPOS DE CHILE SPA;GIANNINA YAMAL;11-03-2025;25-03-2025;58367;OtrosClientes Despac;CAUPOLICAN PARCELA 5;COLINA;SANTIAGO;;;50037757;IM8 1000x0,4x4200mm Ral-7040;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;4.200,00;76;0;76;1.159;0;1.159;Pendiente;Operación liberada;No entregado;0;0;0;-76;0;19.194;1.458.730;1.259;OBRA AVANZA PARK CAUPOLICÁN Dirección comercial: Caupolicán 10990 Parcela 5, Colina. Acceso a obra: Caupolicán 10990, Quilicura. Afecto IVA $14.533.651 Contacto: Mauricio Chavez 9 3095 1253 y Riacardo Espinoza 9 5160 7681;;0;;4100202269;76;12-03-2025
